tt.term_brand,tt.term_mdl_code,tt.os,tt.model,tt.price,name
欧珀,PGU110,android,OPPO Reno9 Pro＋,8499,
步步高,V2011A,android,X50 Pro+,NULL,
步步高,V2156A,android,Vivo Y76s,1899,
真我,M388,NULL,NULL,NULL,
realme,RMX3562,android,realme  V23,2299,
三星,B5712C,android,其他,NULL,
三星,C3610C,android,其他,NULL,
三星,E1100,android,其他,NULL,
三星,E1150,android,其他,NULL,
三星,E2550,android,其他,NULL,
三星,GT-S6310,android,Galaxy Young,NULL,
三星,S8300V,android,其他,NULL,
三星,SCH-I919U,android,其他,1990,
三星,SGH-C275L,NULL,NULL,NULL,
三星,SM-A226B/DSN,,NULL,NULL,
三星,SM-F900U,android, Galaxy Fold,8879,
三星,SM-G3508J,android,Galaxy Star Advance,NULL,
三星,SM-J111F/DS,android,Galaxy J1 Ace VE,NULL,
华为,HUAWEI GRA-TL00,android,P8,NULL,
华为,HUAWEI Y516-T00,android,Y516,NULL,
华为,SEA-AL00,android,华为 Nova 5e,NULL,
华为,TYH601M,android,麦芒10SE,NULL,
华为,U7310,android,其他,NULL,
华为,U8800,android,其他,NULL,
小米科技,M1912G7BE,android,红米K30,2212,
小米科技,M2012K11AG,,NULL,NULL,
欧珀,PCAT00,android,Find 11 pro,NULL,
欧珀,PFTM20,android,OPPO A96 5G,1499,
步步高,V2024A,android,iQOO 5,NULL,
步步高,X710L,NULL,NULL,NULL,
苹果,A2406,ios,iPhone 12 Pro,6833,
荣耀,ATH-TL00,android,荣耀7i,NULL,
荣耀,CAM-AL00,android,荣耀畅玩5A,NULL,
三星,GT-S7568,android,GALAXY Trend,NULL,
三星,GT-S7580,android,Galaxy Trend Plus,NULL,
三星,SGH-I760,android,其他,NULL,
三星,SGH-J408,android,其他,NULL,
三星,SGH-J700,android,其他,NULL,
三星,SGH-Z105m,NULL,NULL,NULL,
三星,SM-F711U1,,NULL,NULL,
三星,SM-F936N,,NULL,NULL,
三星,SM-J700F/DH,android,Galaxy J7,NULL,
华为,BNE-AL00,android,HUAWEI nova 10 SE,2149,
华为,BZK-L00,android,华为平板T3,NULL,
华为,E5576-855,android,其他,NULL,
华为,HUAWEI C8813DQ,android,其他,NULL,
华为,HUAWEI Y535D-C00,android,Y535,NULL,
华为,POT-LX3,android,P Smart 2019 ,NULL,
小米科技,2014912,android,红米Note,NULL,
小米科技,2206122SC,android,XIAOMI 12S PRO,5249,
小米科技,23113RKC6C,,NULL,NULL,
小米科技,M1908C3IG,android,红米8A,764,
欧珀,OPPO 3000,android,R1C,NULL,
欧珀,OPPO R11 Plust,NULL,NULL,NULL,
欧珀,OPPO R7s,android,R7s Plus,NULL,
欧珀,PDBM00,android,A8,1249,
欧珀,PKD130,NULL,NULL,NULL,
荣耀,ELZ-AN20,android,荣耀 Magic3 至臻版,6999,
三星,S3500C,android,其他,NULL,
三星,SM-G3818,android,其他,NULL,
三星,SM-G955FD,android,Galaxy S8+,3288,
华为,EML-L09,android,P20,NULL,
华为,HUAWEI E5373,NULL,NULL,NULL,
华为,MRD-AL00,android,畅享9e,NULL,
华为,NCO-LX1,,NULL,NULL,
小米科技,220333QAG,,NULL,NULL,
小米科技,M1804C3CC,android,红米6A,NULL,
小米科技,M1804C3DT,android,小米6X,NULL,
小米科技,M2010J19SY,,NULL,NULL,
小米科技,MDE40,android,小米 MaX2,NULL,
欧珀,X905,android,其他,NULL,
步步高,V1981A,android,iQOO Z1,3398,
步步高,V2164A,android,iQOO Z6X,1605,
苹果,The New Ipad 4G,NULL,NULL,NULL,
荣耀,ARE-AL00,android,荣耀8X,NULL,
荣耀,COR-AL00,android,荣耀Play,NULL,
荣耀,H30-L01M,android,荣耀3C,840,
三星,SGH-G400,android,其他,NULL,
三星,SGH-G608,android,其他,NULL,
三星,SHV-E170K,android,Galaxy S3,NULL,
三星,SHV-E210K,android,Galaxy S3,NULL,
三星,SM-F711B,,NULL,NULL,
三星,SM-F721U,,NULL,NULL,
三星,SM-F7410,NULL,NULL,NULL,
三星,SM-W2021,android,Samsung W22,11200,
华为,AQM-AL00,android,畅享10S,1699,
华为,ET8282,NULL,NULL,NULL,
华为,F501 VERF,android,其他,NULL,
华为,HUAWEI Y320-U10,NULL,NULL,NULL,
华为,STK-L22,android,Y9,NULL,
华为,TAH-AN00,android,Mate X,16999,
小米科技,21061110AG,,NULL,NULL,
小米科技,22120RN86C,android,Redmi 11A,NULL,
小米科技,M2006C3LC,android,红米9A,744,
小米科技,MEE7S,android,红米Note5,NULL,
小米科技,MET7S,android,红米Note5,NULL,
步步高,vivo X6L,android,X6 Plus,NULL,
苹果,CM101s,NULL,NULL,NULL,
苹果,iPhone SE A1723,ios,iPhone 8,NULL,
荣耀,PGT-AN10,android,荣耀Magic5至臻版,5699,
三星,I6500U,NULL,NULL,NULL,
三星,S3310C,android,其他,NULL,
三星,S7250D,android,么么哒,NULL,
三星,SCH-P709E,android,其他,NULL,
三星,SHV-E270L,android,Galaxy Grand,NULL,
三星,SM-N900U,android,其他,NULL,
三星,SM-N9750,android,其他,NULL,
华为,AGS2-AL00,android,荣耀平板5,NULL,
华为,HUAWEI G606-T00,android,G606,500,
华为,U3100,android,其他,NULL,
华为,YAL-TL50,android,荣耀 20S,NULL,
小米科技,21091116AC,android,Redmi note 11,1417,
小米科技,MCT3B,android,红米 5A,NULL,
欧珀,OPPO R11t,android,R2010,NULL,
欧珀,OPPO R807,android,R809T,NULL,
欧珀,PADT00,android,A3,NULL,
欧珀,PBFT00,android,其他,NULL,
欧珀,PDCT00,android,Reno3 Pro,3666,
欧珀,PEMM00,android,Oppo A55,1532,
欧珀,X9009,android,其他,NULL,
步步高,V1901A,android,Y3,1198,
步步高,V1963A,android,VIVO Z6,2224,
步步高,vivo S6T,android,其他,NULL,
苹果,A2894,ios,iPhone 14 Pro Max (Global),NULL,
苹果,iPhone 7 A1780,ios,iPhone 6 Plus ,NULL,
三星,SGH-E208,android,其他,NULL,
三星,SGH-E348,android,其他,NULL,
三星,SGH-E488,android,其他,NULL,
三星,SGH-E578,android,其他,NULL,
三星,SGH-E618,android,其他,NULL,
三星,SGH-E690,android,其他,NULL,
三星,SGH-E708,android,其他,NULL,
三星,SGH-E848,android,其他,NULL,
三星,SGH-E898,android,其他,NULL,
三星,SGH-R208,NULL,NULL,NULL,
三星,SM-T976N,android,其他,NULL,
华为,BZW-AL10,android,其他,NULL,
华为,HUAWEI T156,NULL,NULL,NULL,
华为,HUAWEI T291,NULL,NULL,NULL,
华为,HUAWEI T520,NULL,NULL,NULL,
华为,HUAWEI T552,NULL,NULL,NULL,
华为,HUAWEI Y635-TL00,android,Y635,NULL,
华为,JAD-AL60,android,华为 P50 Pro,6927,
华为,MT2-L02,android,Huawei Ascend Mate 2,NULL,
华为,TET-AN50,android,S9,18166,
小米科技,2107113SI,,NULL,NULL,
小米科技,M1807E8A,android,小米 8,NULL,
欧珀,CPH1920,android,AX5S,6990,
欧珀,OPPO Z101,NULL,NULL,NULL,
欧珀,OW19W1,android,OPPO Watch,NULL,
步步高,V1731CA,android,V1732A,NULL,
苹果,iPhone 6 Plus A1593,NULL,NULL,NULL,
荣耀,C8817D,android,荣耀畅玩4,NULL,
荣耀,EBG-TN00,android,荣耀30 Pro,4199,
荣耀,HJC-LX9,android,荣耀 畅玩20pro,1099,
荣耀,TMA-L19,,NULL,NULL,
三星,GT-I8190L,android,其他,NULL,
三星,GT-I8730,NULL,NULL,NULL,
三星,GT-I9108,android,Galaxy Grand,NULL,
三星,SHV-E250K,android,Galaxy Note 2,NULL,
三星,SM-G998N,,NULL,NULL,
三星,SM-S906E/DS,,NULL,NULL,
华为,ARS-AL00,android,荣耀8X MAX,NULL,
华为,EP631S,android,其他,NULL,
华为,GOA-AL80,android,nova 11 Pro,3749,
华为,HUAWEI Y310-5000,android,Y310,NULL,
华为,TAS-L29,android,MATE30,4444,
小米科技,MCI3B,android,红米 5A,NULL,
步步高,V2188A,android, vivo S15e,1699,
苹果,Apple iPad Air(A1475),ios,IPAD2,NULL,
三星,7350,NULL,NULL,NULL,
三星,I809,android,Galaxy S,NULL,
三星,M7603,android,其他,NULL,
三星,M8800,android,其他,NULL,
三星,S5600H,android,Samsung S5600v,NULL,
三星,SGH-C100,android,其他,NULL,
三星,SGH-C128,android,其他,NULL,
三星,SGH-C178,android,其他,NULL,
三星,SGH-C218,android,其他,NULL,
三星,SGH-C268,android,其他,NULL,
三星,SGH-C308,android,其他,NULL,
三星,SGH-D258,android,其他,NULL,
三星,SGH-D488,android,其他,NULL,
三星,SGH-D528,android,其他,NULL,
三星,SGH-D618,android,其他,NULL,
三星,SGH-D780,android,其他,NULL,
三星,SGH-D807,android,其他,NULL,
三星,SGH-D848,android,其他,NULL,
三星,SGH-D988,android,其他,NULL,
三星,SGH-P408+,NULL,NULL,NULL,
三星,SM-G900A,android,Galaxy S5,NULL,
三星,SM-G900F,android,Galaxy S5,NULL,
三星,SM-G9209,android,Galaxy S6,NULL,
三星,SM-G930A,android,Galaxy S7,NULL,
三星,SM-G930K,android,Galaxy S7,NULL,
三星,SM-G930P,android,Galaxy S7,NULL,
三星,SM-G935F,android,Galaxy S7,NULL,
三星,SM-G935K,android,Galaxy S7,NULL,
三星,SM-G935P,android,Galaxy S7,NULL,
三星,SM-G950W,android,Galaxy S8,NULL,
三星,SM-G960U,android,Galaxy S9,NULL,
华为,DCO-LX9,,NULL,NULL,
华为,RNE-AL00,android,麦芒6,NULL,
欧珀,PAFT10,NULL,NULL,NULL,
欧珀,X903,android,X903,NULL,
步步高,BBK K103,NULL,NULL,NULL,
步步高,BBK K112,NULL,NULL,NULL,
步步高,BBK K202,NULL,NULL,NULL,
步步高,V2048A,android,iQOO 7,2549,
步步高,V2302A,android,iQOO 11S,3532,
苹果,iPhone 6 A1589,NULL,NULL,NULL,
荣耀,CHE-TL00H,android,荣耀畅玩4X,NULL,
荣耀,DLI-AL10,android,荣耀畅玩6A,NULL,
荣耀,LLD-AL00,android,荣耀9 青春版,NULL,
三星,E330S,NULL,NULL,NULL,
三星,P709,android,其他,NULL,
三星,SM-G5108,android,Galaxy Core Max,NULL,
华为,ARC-AL00,,NULL,NULL,
华为,ELE-L29,android,其他,NULL,
华为,GOA-AL80U,android,华为nova 11,2649,
华为,HUAWEI P6-T00,android,Ascend P6,NULL,
华为,JSC-AN00,android,华为Nova 8 SE,2949,
华为,U8850,android,华为Vision,NULL,
步步高,vivo 1718,android,iPhone XS Max,NULL,
步步高,vivo Y22iL,android,Y22,NULL,
苹果,A2172,ios,iPhone 12 mini,4733,
苹果,A2404,ios,iPhone 12 Pro,4733,
苹果,Apple iPad Air(A1476),NULL,NULL,NULL,
苹果,iPad mini (A1600),ios,iPad mini,NULL,
荣耀,CHE-TL00,android,荣耀畅玩4X,NULL,
荣耀,NEM-TL00,android,荣耀畅玩5C,NULL,
荣耀,YOR-N49,NULL,NULL,NULL,
realme,RMX1851,android,其他,NULL,
realme,RMX1941,android,其他,NULL,
realme,RMX3093,android,Realme X7 Pro,1699,
三星,SGH-A188,android,其他,NULL,
三星,SGH-A200,android,其他,NULL,
三星,SGH-A408,android,其他,NULL,
三星,SGH-A737,android,其他,NULL,
三星,SM-F936U1,,NULL,NULL,
三星,SM-W7024,android,Vivo Y100,9999,
华为,HUAWEI T8300,android,其他,NULL,
华为,HUAWEI T8620,android,其他,NULL,
华为,HUAWEI T8828,android,其他,NULL,
华为,HUAWEI T9200,android,其他,NULL,
华为,HUAWEI Y300C,android,其他,NULL,
华为,JKM-AL00a,android,Y9,NULL,
华为,PKN-LX3,NULL,NULL,NULL,
小米科技,M2007J1SC,android,其他,4630,
欧珀,CPH 1717,android,OPPO A71,NULL,
欧珀,PCGT00,android,A11,1299,
步步高,BBK i18,NULL,NULL,NULL,
步步高,V2230A,android,iQOO Z7i,NULL,
步步高,V2236A,android,iQOO Neo7 SE,1249,
步步高,V2241HA,android,Vivo X90 Pro,4332,
步步高,V2337A,android,iQOO Z9x,NULL,
步步高,vivo V3Max L,android,其他,NULL,
步步高,vivo X3F,android,X3,NULL,
步步高,vivo X5L,android,X5,NULL,
步步高,vivo Y31,android,Y31,NULL,
荣耀,CHM-TL00,android,荣耀畅玩4C,NULL,
荣耀,G620S-UL00,android,荣耀畅玩4,NULL,
荣耀,PLK-TL00,android,荣耀7 移动合约版,NULL,
三星,B7620U,android,其他,NULL,
三星,B9120,android,其他,NULL,
三星,E1360,NULL,NULL,NULL,
三星,E2120,NULL,NULL,NULL,
三星,S3830U,NULL,NULL,NULL,
三星,S5600,android,其他,NULL,
三星,S5628,android,其他,NULL,
三星,S7220,android,其他,NULL,
三星,SCH-W629C,android,其他,NULL,
三星,SGH-E330n,NULL,NULL,NULL,
三星,SM-A3000,android,Galaxy A3,NULL,
三星,SM-F7070,android,Galaxy Z Flip,14395,
三星,SM-F707N,android,Galaxy Z Flip,14395,
三星,SM-G7105,android,Galaxy Grand 2,NULL,
三星,SM-N971N,android,Galaxy Note 10 Plus,NULL,
三星,SM-S908N,,NULL,NULL,
三星,SM-S9210,,NULL,NULL,
三星,SM-S9260,,NULL,NULL,
华为,AHP-AL10,,NULL,NULL,
华为,ALN-AL80,,NULL,NULL,
华为,BZT3-AL00,android,其他,NULL,
华为,CLT-AL00,android,P20 Pro,NULL,
华为,ELS-TN00,android,P40 Pro,6621,
华为,HUAWEI S10-103L,NULL,NULL,NULL,
华为,HUAWEI T8830Pro,NULL,NULL,NULL,
华为,LIO-N29,android,Mate9Pro,2289,
华为,MAR-TL00,android,Nova 4e,NULL,
华为,VTR-TL00,android,其他,NULL,
小米科技,2015212,android,小米NOTE 2,NULL,
小米科技,2207117BPG,,NULL,NULL,
欧珀,OPPO R7 Plus,NULL,NULL,NULL,
欧珀,PECM20,android,OPPO A53,NULL,
步步高,vivo Xplay5S,NULL,NULL,NULL,
苹果,A1823,ios,iPhone 8,NULL,
荣耀,BND-AL00,android,荣耀畅玩7X,NULL,
荣耀,KOZ-AL00,android,荣耀 畅玩20,1132,
荣耀,VCA-AN00,android,其他,7499,
realme,RMX3663,android,Realme 10 Pro+,1749,
三星,GT-E1178,android,其他,NULL,
三星,GT-E1182,android,其他,NULL,
三星,GT-E1272,android,其他,NULL,
三星,GT-I9168,android,Galaxy Grand Neo+,NULL,
三星,GT-S5578,android,Galaxy Mini,NULL,
三星,M3510,android,其他,NULL,
三星,SM-A4260,,NULL,NULL,
三星,SM-A520F/DS,android,Galaxy A5 (2017),NULL,
三星,SM-F926U1,,NULL,NULL,
三星,SM-J600F/DS,android,Galaxy J6,NULL,
三星,SPH-L720,android,Galaxy NoteII,1235,
华为,ABR-LX9,,NULL,NULL,
华为,BLK-AL00,,NULL,NULL,
华为,FC312E,android,其他,NULL,
华为,HUAWEI G610-T11,android,G610,NULL,
华为,HUAWEI T5050,android,其他,NULL,
华为,HUAWEI VNS-L22,NULL,NULL,NULL,
华为,VKY-TL00,android,P10 Plus,NULL,
华为,ZJ926,android,其他,NULL,
小米科技,M1804E4C,android,Xiaomi Max 3,NULL,
小米科技,Xiaomi MI2S,NULL,NULL,NULL,
欧珀,N1T,android,OPPON1,NULL,
欧珀,R803,android,R805,NULL,
步步高,BBK K12,NULL,NULL,NULL,
步步高,V2069A,android,Vivo Y75s,1849,
步步高,V2123A,android,Vivo S10e,1849,
步步高,Y11IW,NULL,NULL,NULL,
荣耀,PLK-CL00,android,荣耀7,NULL,
三星,B5330,android,其他,NULL,
三星,B5722,android,其他,NULL,
三星,GT-I8190N,android,Galaxy S3 Mini,NULL,
三星,GT-S5660,android,Galaxy Gio,NULL,
三星,GT-S5670,android,Galaxy Fit,NULL,
三星,I759,android,其他,NULL,
三星,S3500i,NULL,NULL,NULL,
三星,S8000L,NULL,NULL,NULL,
三星,SC-04E,android,Galaxy S4,NULL,
三星,SCH-S699,NULL,NULL,NULL,
三星,SM-T325,android,Galaxy Tab PRO 8.4,NULL,
华为,G610-U00,android,G610,NULL,
华为,HUAWEI ALE-CL00,android,P8 青春版,NULL,
华为,HUAWEI MT1-T00,android,Ascend Mate,NULL,
华为,JEF-NX9,android,Nova 7,3199,
华为,NAM-AL00,android,其他,2849,
小米科技,2013028,android,红米1S,600,
小米科技,2013122,android,红米1S,600,
小米科技,M2003J6A1R,android,红米Note 9S,NULL,
小米科技,小米WiFi6路由器CR8808,NULL,NULL,NULL,
欧珀,900,android,其他,NULL,
欧珀,OPPO R809T,android,R5,NULL,
欧珀,PCHM30,android,A11,NULL,
欧珀,PFVM10,android,OPPO Reno8 Pro+,1549,
步步高,BBK i508,NULL,NULL,NULL,
步步高,BBK i530,NULL,NULL,NULL,
步步高,V1732T,android,其他,NULL,
步步高,X1,android,MediaPad X1 7.0,NULL,
步步高,vivo X1S,NULL,NULL,NULL,
步步高,vivo X20Plus,android,X20 plus,NULL,
步步高,vivo X6S,NULL,NULL,NULL,
步步高,vivo Y69,NULL,NULL,NULL,
荣耀,Che2-TL00M,android,荣耀畅玩4X,NULL,
荣耀,HUAWEI TAG-CL00,android,畅享5S,NULL,
三星,GT-P6200,android,Galaxy Tab 7 Plus,NULL,
三星,SGH-F508,NULL,NULL,NULL,
三星,SM-A705FN/DS,android,Galaxy A70,NULL,
三星,SM-A750GN/DS,android,Galaxy A7 2018,NULL,
三星,SM-F7210,android,红米Note 8 Pro,7999,
三星,SM-M336K,,NULL,NULL,
三星,SM-N9208,android,Galaxy S6,NULL,
三星,SM-T385C,android,Galaxy Tab A 9.7,NULL,
华为,AGS3K-AL00,,NULL,NULL,
华为,ART-AL10M,ANDROID,其他,NULL,
华为,ELE-L04,android,P30,NULL,
华为,ELE-L09,android,P30,NULL,
华为,ETS8121,android,其他,NULL,
华为,HUAWEI T3060,android,其他,NULL,
华为,STK-TL00,android,其他,1589,
小米科技,M1803E6T,NULL,NULL,NULL,
小米科技,M2002J9S,android,红米10X,2277,
步步高,V1923T,android,Nex 3,NULL,
步步高,V1950A,android,NEX3s,NULL,
步步高,i509,NULL,NULL,NULL,
步步高,vivo Y17T,android,Y17,NULL,
步步高,vivo Y31A,android,Y33,NULL,
步步高,vivo Y37A,android,Y37,NULL,
步步高,vivo Y55A,android,Y55,NULL,
苹果,A2220,ios,Iphone 11 ,5810,
苹果,A2221,ios,iPhone 11,4799,
苹果,iPhone 6S Plus A1634,ios,红米7A,NULL,
荣耀,CAM-TL00H,android,荣耀畅玩5A,NULL,
荣耀,DUK-TL30,android,荣耀V9,NULL,
荣耀,OXF-AN00,android,荣耀V30,3099,
荣耀,PLK-AL10,android,荣耀7,NULL,
三星,GT-I9060,android,Galaxy Grand Neo Plus,NULL,
三星,SGH-400,NULL,NULL,NULL,
三星,SGH-E388,ANDROID,其他,NULL,
三星,SGH-i908L,NULL,NULL,NULL,
三星,SM-N900D,NULL,NULL,NULL,
三星,SM-N930P,,NULL,NULL,
三星,SM-N9508,android,Galaxy Note 8.0,NULL,
三星,SM-N960N,android,Galaxy Note9 SM,NULL,
三星,SM-N9860,android,Galaxy Note20 Ultra,4499,
三星,SM-N986N,android,Galaxy Note20 Ultra,4499,
三星,SM-W2017,android,SM-W2018,NULL,
华为,HUAWEI G3500,NULL,NULL,NULL,
华为,HUAWEI GRA-CL00,android,P8,NULL,
华为,JNY-LX1,android,华为 P40 Lite,NULL,
华为,LON-L29,android,Mate 9 Pro,2289,
华为,U1100,NULL,NULL,NULL,
小米科技,21091116UC,android,Redmi Note11 Pro+,2066,
小米科技,M1908C3IC,android,红米Note8,NULL,
小米科技,M2001J11E,android,小米10,4630,
欧珀,PCET00,android,K3,NULL,
步步高,vivo E1t,NULL,NULL,NULL,
苹果,iPhone 6S Plus A1690,NULL,NULL,NULL,
苹果,iPhone 8 Plus A1899,ios,iPhone 11 ,NULL,
苹果,iPhone XS (A2097),ios,iPhone 8 ,NULL,
荣耀,KSA-AL00,android,荣耀畅玩8,798,
荣耀,NZA-UL00,,NULL,NULL,
realme,RMX2142,android,Realme X50,2749,
三星,SM_A7160,android,S19,2899,
三星,SPH-I325,android,Galaxy S4,NULL,
华为,BRQ-AN00,android,华为 Nova8 Pro,4039,
华为,BZT-AL10,android,华为平板C5,NULL,
华为,CET-AL00,android,华为Mate 50E,4249,
华为,CTR-LX2,,NULL,NULL,
华为,HUAWEI T2001,android,其他,NULL,
华为,HUAWEI T2281,android,其他,NULL,
华为,PKU-LX2,NULL,NULL,NULL,
华为,T711,android,其他,NULL,
小米科技,23127PN0CC,ANDROID,其他,7524,
小米科技,M1901F9E,android,红米 Note7,999,
小米科技,M2001J1E,android,小米10 Pro,4630,
欧珀,OPPO R7c,android,OPPO R7 Plus,NULL,
欧珀,PFCM00,android,OPPO Reno7 Pro 5G,2299,
欧珀,PJC110,android,Oppo A2 Pro,2166,
步步高,V1816A,android,X23,NULL,
步步高,V1818A,android,Y93,NULL,
步步高,V1836T,android,X27,NULL,
步步高,V1924A,android,U3X,NULL,
步步高,V1928A,android,Y3,NULL,
步步高,V1962A,android,S6,NULL,
步步高,V2031EA,android,Vivo Y30,2431,
步步高,V2136GA,android,Vivo Y10,3449,
步步高,vivo X21A,android,X21,NULL,
步步高,vivo X21i,android,X21,NULL,
荣耀,CAM-TL00,android,荣耀畅玩5A,NULL,
荣耀,YOK-AN10,android,其他,3799,
三星,E1310C,android,其他,NULL,
三星,E1360C,android,其他,NULL,
三星,GT-E1080C,android,其他,NULL,
三星,GT-E1120C,android,其他,NULL,
三星,I869,android,GALAXY Win,NULL,
三星,I9200,android,其他,NULL,
三星,M7600B,android,其他,NULL,
三星,SGH-i788,NULL,NULL,NULL,
三星,SM-N910H,android,Galaxy Note 4,NULL,
三星,SM-N920K,android,Galaxy Note 5,NULL,
三星,SM-N960F/DS,android,Galaxy Note 9,NULL,
华为,ELE-AL00,android,P30,NULL,
华为,HUAWEI Ascend Y550,NULL,NULL,NULL,
华为,HUAWEI MT2-L01,android,Mate 2,NULL,
华为,HUAWEI T8950N,android,其他,NULL,
华为,HUAWEI TIT-AL00,android,畅享5,NULL,
小米科技,M1805D1SE,android,红米 Note6 Pro,NULL,
小米科技,MDE1,android,红米 5,NULL,
欧珀,PCCM00,android,Reno,NULL,
欧珀,PCRT01,android,其他,2032,
步步高,V2354A,android,Redmi Turbo 3,NULL,
步步高,WA2156A,,NULL,NULL,
步步高,vivo X5Max S,android,X5Max,NULL,
步步高,vivo X9Plus,android,X9 Plus,2498,
realme,RMX3191,,NULL,NULL,
realme,RMX3231,,NULL,NULL,
realme,RMX3263,,NULL,NULL,
realme,RMX3286,,NULL,NULL,
realme,RMX3623,,NULL,NULL,
realme,RMX3628,,NULL,NULL,
realme,RMX3763,,NULL,NULL,
realme,RMX3781,,NULL,NULL,
realme,RMX3830,,NULL,NULL,
realme,RMX3920,NULL,NULL,NULL,
realme,RMX3989,NULL,NULL,NULL,
realme,RMX3993,,NULL,NULL,
三星,GT-E2652W,android,其他,NULL,
三星,GT-I9228,android,Galaxy Note,NULL,
三星,GT-P3100,android,其他（平板电脑）,NULL,
三星,SGH-600C,android,其他,NULL,
三星,SGH-A808,NULL,NULL,NULL,
三星,SGH-C270,NULL,NULL,NULL,
三星,SM-T505C,android,Galaxy Tab A7,NULL,
三星,SM-T735C,,NULL,NULL,
华为,BAH3-AN10,android,其他,NULL,
华为,CMR-AL19,android,华为平板M5 pro,NULL,
华为,HWI-AL00,android,Nova 2S,NULL,
华为,LIO-TL00,android,Mate30 pro,6395,
华为,RTE-AL00,android,其他,3699,
小米科技,MAT136,android,其他,NULL,
小米科技,小爱音箱mini,NULL,NULL,NULL,
欧珀,PCDT00,android,Reno Z,1499,
步步高,V2072A,android,iQOO Z3,2966,
步步高,V2254A,android,vivo X Flip,5499,
苹果,A2651,ios,iPhone 14 Pro Max(US),NULL,
荣耀,BMH-AN00,NULL,NULL,NULL,
三星,E1100T,android,其他,NULL,
三星,GT-B7702C,NULL,NULL,NULL,
三星,M2710C,android,其他,NULL,
三星,SM-W9023,android,三星 W24,12200,
华为,AQM-TL00,android,畅享10S,1699,
华为,T8600,android,华为T8620,NULL,
小米科技,MET7,android,红米5plus,NULL,
欧珀,CPH1721,android,R11s Plus,NULL,
欧珀,OPPO A105K,android,A11,NULL,
步步高,BBK i6,NULL,NULL,NULL,
步步高,V1730DT,android,Z1,1398,
步步高,V1730GA,android,Y73,1398,
步步高,V1921T,NULL,NULL,NULL,
步步高,V2085A,android,其他,3498,
步步高,V2132A,android,Vivo X70 ,3499,
步步高,V2256A,android,vivo X Fold 2 折叠屏,6349,
步步高,vivo Y37L,NULL,NULL,NULL,
苹果,A1979,ios,iPad Pro 3,NULL,
realme,RMX2191,,NULL,NULL,
三星,C3050,android,其他,NULL,
三星,C3212,android,其他,NULL,
三星,GT-I8580,android,GALAXY Core Advance,NULL,
三星,SM-A7050,android,Galaxy A70,NULL,
三星,SM-A716U,android,Galaxy A71,NULL,
三星,SM-G970U,android,Galaxy S10e,NULL,
三星,SM-G9750,android,Galaxy S10+,NULL,
华为,ALP-AL00,android,Mate 10,NULL,
华为,CND-AN00,android,华为Nova 7 SE,2599,
华为,FRL-L22,android,Y9a,NULL,
华为,HUAWEI G730-L075,android,G730,NULL,
华为,HUAWEI MT7-L09,NULL,NULL,NULL,
华为,HUAWEI T7200,NULL,NULL,NULL,
华为,VOG-AL00,android,P30 pro,3958,
小米科技,2210132G,,NULL,NULL,
欧珀,PEGM00,android,Oppo Reno5 K,2699,
步步高,V2106A,android,Vivo Y53s,1299,
步步高,V309,android,其他,NULL,
荣耀,AUM-TL20,android,荣耀10,NULL,
荣耀,DIO-AN00,android,华为畅享Z,1932,
荣耀,HRY-AL00a,android,荣耀10,NULL,
荣耀,PLK-L01,android,荣耀7,NULL,
荣耀,U8950D,android,其他,NULL,
realme,RMX3121,android,Realme V11,1299,
三星,B7300,NULL,NULL,NULL,
三星,GT-I9018,android,Galaxy S,NULL,
三星,I9103,android,GALAXY R,NULL,
三星,SGH-X168,android,其他,NULL,
三星,SGH-X208,android,其他,NULL,
三星,SGH-X488,android,其他,NULL,
三星,SGH-X640,android,其他,NULL,
三星,SGH-X668,android,其他,NULL,
三星,SGH-X686,android,其他,NULL,
三星,SGH-X708,android,其他,NULL,
三星,SM-C5000,android,Galaxy C5,NULL,
三星,SM-F916U,android,Galaxy Z Fold2,19500,
三星,SM-F926B/DS,,NULL,NULL,
三星,SM-G950FD,android,Galaxy S8,NULL,
三星,SM-G9550,android,Galaxy S8+,3288,
三星,SM-G955N,android,Galaxy S8+,3288,
三星,SM-N7506V,android,Galaxy Note 3 Neo,1144,
华为,Ascend G630,NULL,NULL,NULL,
华为,ELS-AN00,android,其他,NULL,
华为,EM770W,android,其他,NULL,
小米科技,2014112,android,红米2,NULL,
欧珀,OPPO A79t,android,A83,NULL,
步步高,V1732BT,NULL,NULL,NULL,
步步高,V2170A,android,iQOO 9,6499,
苹果,A2641,ios,iPhone 13 Pro Max,9918,
荣耀,G621-TL00M,android,荣耀畅玩4,NULL,
荣耀,JMM-AL00,android,荣耀V9 play,NULL,
荣耀,VER-AN10,android,其他,9499,
三星,GT-B9062,android,其他,NULL,
三星,GT-S5150,android,其他,NULL,
三星,GT-S5330,android,其他,NULL,
三星,GT-S6802,android,其他,NULL,
三星,GT-S7270,android,其他,NULL,
三星,SGH-R210,android,Bar (classic),NULL,
三星,SM-A525F/DS,,NULL,NULL,
三星,SM-G3508,android,Galaxy Trend 3,NULL,
三星,SM-T2519,android,Galaxy Tab Q,NULL,
三星,SM-T531,android,其他,NULL,
华为,BAC-L22,android,nova 2 Plus,NULL,
华为,Huawei OptiXstar V173,NULL,NULL,NULL,
华为,JKM-LX2,android,其他,NULL,
华为,STG-AL00,android,其他,2032,
华为,VOG-L0J,android,P30 pro,3958,
